ID,ITEM,COMMON_NAMES,ENGLISH_NAME,CONTENT_DESC,DISPOSAL_RATE,PER_PORTION_WEIGHT,FOOD_TYPE,DATA_TYPE
R2201301,溫州餛飩,大餛飩,Wonton,"熟食,不含湯,混合均勻打碎(豬肉等)",NA,67,加工調理食品及其他類,樣品基本資料
R5400101,冷凍珍珠丸,NA,NA,"冷凍包裝,混合均勻打碎(豬肉,米等)",0,30,加工調理食品及其他類,樣品基本資料
C1720101,花生粉,NA,Peanut powder,"熟,散裝,混合均勻",NA,0,堅果及種子類,樣品基本資料
R6200401,冷凍蝦餅,NA,Shrimp croquette,"冷凍包裝,混合均勻打碎(蝦仁,鱈魚,馬蹄,豌豆,裹麵等)",NA,0,加工調理食品及其他類,樣品基本資料
R2200101,冷凍牛肉水餃,NA,Dumpling: beef,"冷凍包裝,混合均勻打碎(牛肉,洋蔥,麵粉等)",0,15,加工調理食品及其他類,樣品基本資料
R6600201,冷凍香菇餃,NA,NA,"冷凍包裝,混合均勻打碎(豬肉,香菇,鱈魚等)",NA,8,加工調理食品及其他類,樣品基本資料
R6600401,冷凍雪螺餃,NA,NA,"冷凍包裝,混合均勻打碎(魚漿,雪螺,澱粉等)",NA,0,加工調理食品及其他類,樣品基本資料
Q6310201,巧克力牛奶軟糖,NA,Candy,"混合均勻打碎(糖,煉乳,可可粉,奶粉,奶油,動物膠等)",NA,4,糕餅點心類,樣品基本資料
Q6300201,水果QQ軟糖,NA,Candy,"混合均勻打碎(砂糖,葡萄原汁,麥芽糖等)",NA,6,糕餅點心類,樣品基本資料
Q6300101,水果軟糖,NA,Candy,"混合均勻打碎(糖,香料,動物膠,蘋果酸,色素等)",NA,4,糕餅點心類,樣品基本資料
R5400301,冷凍雞肉丸,NA,NA,"冷凍包裝,混合均勻打碎(雞肉,澱粉等)",NA,14,加工調理食品及其他類,樣品基本資料
Q0800301,冷凍馬蹄條,NA,NA,"冷凍包裝,混合均勻打碎(粉類,春捲皮,花生等)",NA,31,糕餅點心類,樣品基本資料
R2400101,冷凍白饅頭,NA,NA,"冷凍包裝,混合均勻打碎(麵粉等)",NA,62,加工調理食品及其他類,樣品基本資料
R0600201,鴨血糕,米血糕,NA,"生,混合均勻打碎(鴨血,糯米,鹽等)",NA,0,加工調理食品及其他類,樣品基本資料
R0800101,甜酒釀,NA,Fermented rice,"混合均勻打碎(糯米,水,酵母等)",NA,0,加工調理食品及其他類,樣品基本資料
A0550901,糙米漿,NA,NA,"冷藏瓶裝,混合均勻(糙米,花生,水,蔗糖,芝麻,鹽,食用膠等)",NA,0,穀物類,樣品基本資料
Q2104101,豆花(花生),NA,NA,"熟食,混合均勻打碎(黃豆 ,花生醬等)",NA,155,糕餅點心類,樣品基本資料
R4701401,麻油辣腐乳,NA,NA,"熟食,混合均勻打碎(豆腐,辣椒,麻油等)",NA,16,加工調理食品及其他類,樣品基本資料
R4700701,豆棗,NA,NA,"熟食,混合均勻打碎(黃豆等)",NA,0,加工調理食品及其他類,樣品基本資料
J04010,虱目魚平均值(去皮),"麻虱目仔,麻虱(蝨)目,蝨(遮/塞)目魚,虱麻魚,海草魚,安平魚,國姓(聖)魚",Bangos; Bony salmon; Giant herring; Milkfish; Salmon herring; White mullet,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",55.5,201,魚貝類,樣品平均值
H1250101,豌豆仁罐頭,"荷仁(蓮/蘭)豆仁,花蓮豆仁,飛龍豆仁,青豆,胡(畢/宛/孫/丸/留)豆,戎菽",Pea: canned,"熟,罐頭製品,混合均勻打碎(青豆仁,鹽,糖等)",NA,0,豆類,樣品基本資料
J2200801,龍蝦卵(調味),NA,Lobster egg,"生,混合均勻分裝(龍蝦卵,糖,鹽,檸檬酸,味精等)",NA,0,魚貝類,樣品基本資料
B0500201,小芋頭(山芋),"芋頭,芋艿,芋乃,芋仔,青芋,土芝",Taro; Dasheen; Cocoyam; Eddoe,"生鮮,去皮,混合均勻打碎",15.5,74,澱粉類,樣品基本資料
E1500201,帶殼熟綠竹筍,"甜竹,甜竹筍,綠仔筍,綠仔笋,綠竹笋",Bamboo shoot; Bamboo sprout; Green bamboo,"熟,真空包裝,去皮,混合均勻打碎",32.1,195,蔬菜類,樣品基本資料
E5700101,蘿蔔葉,葉蘿蔔,NA,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E2400101,白洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",Onion,"生鮮,去頭部及外皮,混合均勻打碎",20.2,333,蔬菜類,樣品基本資料
J0409001,松鯛,"打鐵婆,枯葉,石鯽,睡魚,庫羅黛,睏魚,海南洋仔,南洋鱸魚,海吳郭,流魚/柴魚/打鐵鱸(澎湖)",Sleepfish; Triple-tail; Triple tail; Tripletail; Brown triple tail; Conchy leaf; Atlantic tripletail; Bouyfish; Black grunt; Dusky tripletail; Black perch; Dusky triple-tail; Flasher,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",47,0,魚貝類,樣品基本資料
J0410301,多鱗四指馬鮁,"四絲馬鮁,四指馬鮁,竹午,大午,午仔,鬚午仔/發鬚午仔(澎湖)",East Asian fourfinger threadfin,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",46.5,135,魚貝類,樣品基本資料
J0412105,"台灣鯛魚片(烤,230℃,10分鐘)",NA,Tilapia,"熟,魚片解凍後,切小塊放入烤盤中,烤箱預熱20分鐘,以230℃烤10分鐘,待冷卻連同湯汁一起均質",NA,188,魚貝類,樣品基本資料
J0412106,"台灣鯛魚片(烤,230℃,20分鐘)",NA,Tilapia,"熟,魚片解凍後,切小塊放入烤盤中,烤箱預熱20分鐘,以230℃烤20分鐘,待冷卻連同湯汁一起均質",NA,198,魚貝類,樣品基本資料
G0710101,乾柳松菇,"柳松茸,茶樹菇,楊樹菇,田頭菇(柱狀田頭菇)",Poplar field-cap: dry,"生,乾貨,混合均勻打碎",NA,7,菇類,樣品基本資料
G0100101,木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Jew's ear; Juda's ear; Agaric,"生鮮,混合均勻打碎",0,0,菇類,樣品基本資料
J0800401,柴魚片,NA,Dried bonito flakes,"生,乾貨,混合均勻打碎",NA,0,魚貝類,樣品基本資料
J0409101,三線磯鱸,"三線雞魚,黃雞仔,雞仔魚,番仔加誌,黃公仔魚,黃雞魚,三爪仔,雞魚(澎湖),青筆",Chicken grunt; Grunt,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",51,0,魚貝類,樣品基本資料
J0414101,花腹鯖,"花飛,青輝,飛威/青飛/胡麻鯖",Southern mackerel; Pacific mackerel; Slimy mackerel; Spotted chub mackerel; Spotted mackerel; Chub mackerel; Common mackerel; Blue mackerel; Japanese mackerel,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",45.6,365,魚貝類,樣品基本資料
J0405701,橫紋九刺鮨,"橫帶鱠,過魚,石斑,黑貓仔,黑絲貓,竹鱠仔,黑青貓仔(澎湖),烏絲(香港)",Overcast grouper; Chocolate hind; Brown-barred rockcod; Brownbarred rockcod; Brownbarred grouper; Charcoal grouper; Brown coral cod; Brown coral-cod,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(購買時已去鱗及內臟)",62.7,39,魚貝類,樣品基本資料
G1300202,杏鮑菇(中),"鳳尾菇,雪茸,帝王菇,平菇王,蠔菇王,干貝菇,刺芹側耳,義大利側耳,義大利蠔菌,杏鮑茸,西洋刺耳",King oyster mushroom; apricot mushroom; almond abalone mushroom,"生鮮,混合均勻打碎",0,71,菇類,樣品基本資料
G0300101,草菇,"蘭花菇,美味草菇,包腳菇,中國蘑菇,稈(麻/貢)菇,南華菇,家生菇(小包腳菇)",(Paddy) Straw mushroom; Agaricus; Button mushroom; Chinese mushroom,"生鮮,數朵混合均勻打碎",0,0,菇類,樣品基本資料
E04001,白蘿蔔平均值,"蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根","Radish, Chinese radish","生鮮,白皮白肉,去蒂及皮, 數棵混合均勻打碎",9,917.5,蔬菜類,樣品平均值
E02001,胡蘿蔔平均值,"紅蘿蔔,紅菜頭,黃蘿蔔,丁香蘿蔔,人參,金筍",Carrot,"生鮮,去蒂及皮, 數棵混合均勻打碎",15.4,105,蔬菜類,樣品平均值
D28001,水蜜桃平均值,"毛桃,白桃",Peach,"生鮮,水蜜桃系,去籽,數顆混合均勻打碎",7.7,90,水果類,樣品平均值
D3000302,梨山蜜梨,"梨子,水梨,山褵,快果,果宗",Pear,"生鮮,高接梨,去皮及核,混合均勻打碎",21.6,347,水果類,樣品基本資料
A0501201,糙秈米,糙米,Brown rice,"生,混合均勻磨碎",NA,199,穀物類,樣品基本資料
I04024,去皮清肉平均值,NA,NA,"生,雞胸部位,混合均勻打碎",0,142,肉類,樣品平均值
I04041,骨腿平均值,NA,NA,"生,雞腿部位,去骨,混合均勻打碎",33.3,185,肉類,樣品平均值
D2700203,國產甜柿,"柿子,柹,香柿",Persimmon,"生鮮,去蒂,混合均勻打碎",23.6,205,水果類,樣品基本資料
D3200601,金冠蘋果,"柰,林檎,沙果,海棠,花紅,檳子(黃元帥)",Apple,"生鮮,黃皮,去皮及籽,混合均勻打碎",19.9,128,水果類,樣品基本資料
J0411802,尼羅口孵非鯽(含皮)(2022年取樣),"南洋鯽仔,尼羅吳郭魚",Nile tilapia; Nilotica; Cichlid; Edward tilapia; Mozambique tilapia; Mango fish,",去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",61.5,205,魚貝類,樣品基本資料
E1300101,茭白筍,"茭白,茭筍,茭草,水筍,腳白筍,加白筍,菰,菰菜,菰筍,菰蔣","Water bamboo,","生鮮,混合均勻打碎",27,45,蔬菜類,樣品基本資料
E3700202,芹菜(黃梗),"旱芹,藥芹,洋芹,白芹,塘蒿,和蘭鴨兒芹",Celery,"生鮮,本地種,去蒂及葉,混合均勻打碎",41.9,0,蔬菜類,樣品基本資料
E3700301,西洋芹菜,"美國芹菜,洋芹菜,金白芹菜,巨無霸芹菜",Celery; American celery; Celeriac,"生鮮,西洋種,去蒂及葉,混合均勻打碎",8,0,蔬菜類,樣品基本資料
I0308301,豬腹脇排,"腩排,肉排,小排",Spareribs,"生,豬腹脇部位,去軟骨,混合均勻打碎",7,49,肉類,樣品基本資料
I0304401,僧帽肌,離緣肉,Trapicius muscle,"生,豬背脊部位,混合均勻打碎",NA,294,肉類,樣品基本資料
E2600301,韮菜黃,"韮黃,黃韮菜,白韮菜,軟化韮菜(韮/韭通用)",Etiolated Chinese chive; Etiolated Chinese leek,"生鮮,去蒂頭,混合均勻打碎",6,0,蔬菜類,樣品基本資料
E2600101,韮菜花,"花韮菜,韮花(韮/韭通用)",Chinese chive flower; Chinese leek flower,"生鮮,混合均勻打碎",NA,6,蔬菜類,樣品基本資料
J0402405,大西洋鮭魚腹肉,NA,Atlantic salmon,"生,腹部肉,去皮及骨刺,混合均勻打碎",18.4,61,魚貝類,樣品基本資料
J0414801,鯖魚(炒),NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以5g沙拉油炒5分鐘",NA,0,魚貝類,樣品基本資料
R6800201,鯖魚肉脯,NA,Stir fried mackerel fish floss,"熟,去鱗,去骨刺及內臟,先蒸10分鐘 ,再炒60分鐘(不加油)",NA,0,加工調理食品及其他類,樣品基本資料
E7500602,朝天椒(長果),"辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒",Hot pepper; Pepper; Red cluster pepper,"生鮮,紅辣椒,去蒂,混合均勻打碎",7.3,3,蔬菜類,樣品基本資料
E7500502,長辣椒(青皮),"辣椒,番椒,番仔薑,臘椒",Hot pepper; Long pepper; Pepper,"生鮮,青辣椒,去蒂頭,混合均勻打碎",1.4,9,蔬菜類,樣品基本資料
J0200201,雙髻鯊,"丫髻鯊(鮫),犛頭沙,雙髻鯊,雙過仔",Hammerhead; Hammerhead shark,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",62.2,0,魚貝類,樣品基本資料
E6600101,隼人瓜,"佛手(掌)瓜,香櫞瓜,梨瓜,萬年瓜,拳頭瓜,菜餚梨瓜,瓦瓜",chayote，christophine，vegetable pear,"生鮮,去皮及子,混合均勻打碎",13,386,蔬菜類,樣品基本資料
E7600101,黃秋葵,"秋葵,羊角豆,黃蜀葵,食香槿,假三念,黃葵",okra， okro， bamia， bamies， bamya， gumbo,"生鮮,去蒂,混合均勻打碎",10.6,8,蔬菜類,樣品基本資料
E8300101,綠豆芽,"豆芽菜,豆菜,綠豆菜",Mung bean sprout; bean sprout; Green gram,"生鮮,混合均勻打碎",NA,1,蔬菜類,樣品基本資料
E8000101,黃豆芽,大豆芽,Soybean sprout:organic,"生鮮,混合均勻打碎",NA,2,蔬菜類,樣品基本資料
D1900203,黑美人西瓜,"水瓜,寒瓜,夏瓜",Watermelon,"生鮮,紅肉小瓜,去皮及籽,混合均勻打碎",45.9,1389,水果類,樣品基本資料
N0300101,果糖,高果糖糖漿,Fructose,混合均勻(高果糖糖漿),NA,20,糖類,樣品基本資料
C1750401,蛋酥花生仁,"土豆,長生果,落花生",Peanut,"熟,含膜,混合均勻打碎(花生仁,蛋,糖,植物油等)",NA,0,堅果及種子類,樣品基本資料
N0200101,麥芽糖,NA,Maltose,混合均勻,NA,0,糖類,樣品基本資料
E74004,小番茄平均值(紅色系),"柑仔蜜,甘仔(阿)蜜,草柿,臭柿仔,西紅柿,小金瓜,番柿,六月柿,洋柿(茄)子,紅茄,毛臘果",Tomato,"生鮮,紅色系小果,去蒂頭,數粒混合均勻打碎",0.9,13.3,蔬菜類,樣品平均值
G08101,乾香菇平均值,"冬(北/花/厚/毛)菇,椎茸,香蕈(信/椹),合蕈",Mushroom: dry; Champignon: dry; Shiitake: dry,"生,乾貨,混合均勻打碎",0,57.8,菇類,樣品平均值
O0700401,咖啡(三合一),咖啡牛奶,Coffee drink,"瓶裝,混合均勻(咖啡,牛奶,蔗糖,乳化劑等)",NA,0,飲料類,樣品基本資料
O0700701,紅茶(蘋果),水果茶,NA,"罐裝,混合均勻(紅茶,砂糖等)",NA,0,飲料類,樣品基本資料
A0550801,保久米漿,NA,NA,"常溫包裝,混合均質(米,花生,水,砂糖等)",NA,0,穀物類,樣品基本資料
O0701601,奶茶(三合一),NA,Milk tea,"瓶裝,混合均勻(紅茶,牛奶,糖等)",NA,0,飲料類,樣品基本資料
D3400303,圓果金柑汁(綠皮),"金桔,金橘,桔子",Kumquat juice; Round kumquat juice,"生鮮,綠皮,數粒榨汁,混合均勻",32.3,3,水果類,樣品基本資料
D3200102,翠玉青蘋果,"柰,林檎,沙果,海棠,花紅,檳子(翡翠,青玉,史蜜斯)",Apple,"生鮮,青皮,去皮及核,混合均勻打碎",21,130,水果類,樣品基本資料
O0200201,仙草蜜,NA,NA,"罐裝,混合均質(仙草、蜂蜜等)",NA,0,飲料類,樣品基本資料
R9901101,雞精,NA,NA,"瓶裝,混合均質",NA,0,加工調理食品及其他類,樣品基本資料
O0901701,可可粉,NA,Cocoa powder,"罐裝,混合均勻",NA,0,飲料類,樣品基本資料
E0300101,根菾菜根,"甜菜根,火焰菜根","Beet, Beetroot","生鮮,去皮,混合均勻打碎",10.5,478,蔬菜類,樣品基本資料
P1002501,甜辣醬,NA,NA,"混合均勻(蕃茄,辣椒,糖,鹽,香菇汁等)",NA,0,調味料及香辛料類,樣品基本資料
P1002601,甜麵醬,NA,NA,"混合均勻(黃豆,鹽,糖,麵粉,米,香辛料等)",NA,0,調味料及香辛料類,樣品基本資料
D0800901,李林蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉(牛角蕉,佛手蕉,美人蕉,樹蕉)",NA,"生鮮,去皮,混合均勻打碎",39.7,21,水果類,樣品基本資料
D0801001,紅皮蕉(2012年取樣),"香蕉,芎蕉,弓蕉,甘蕉,蘋果蕉",banana,"去皮,混合均勻打碎",36.3,103,水果類,樣品基本資料
P1300601,桑葚果醬,NA,NA,"麵包醬,混合均勻",NA,0,調味料及香辛料類,樣品基本資料
D2100202,海頓芒果,"檬果,檨仔,菴羅果",Mango,"生鮮,西洋種,去皮及心,混合均勻打碎",NA,0,水果類,樣品基本資料
E5100201,黃金菾菜,"黃金火焰菜,君達菜,甜菜",Garden Beet;Table Beet;Swiss Chard;Spinach Beet;Chard;White Beet,"生鮮,去蒂頭,混合均勻打碎",7.9,67,蔬菜類,樣品基本資料
C1610202,黑芝麻(熟)(2022年取樣),NA,Sesame: black,"熟(烤),混合均勻打碎",0,0,堅果及種子類,樣品基本資料
G1300101,杏香菇,"香微蘑,雪茸,帝王菇,平菇王",King Oyster Mushroom,"生鮮,混合均勻打碎",NA,30,菇類,樣品基本資料
G0400101,雞腿菇,"雞腿(蘑)菇,雞髀菇,墨水菇,一夜菇(毛頭鬼傘)",Lawyer's wig; Shappy mane mushroom; Shappy ink cap,"生鮮,混合均勻打碎",NA,0,菇類,樣品基本資料
J0414802,鯖魚(炸),NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以100g沙拉油在180℃炸3分鐘",NA,0,魚貝類,樣品基本資料
J0414808,鯖魚(煮),NA,Mackerel,"熟,去鱗,含皮,去骨刺及內臟,以100℃煮10分鐘",NA,0,魚貝類,樣品基本資料
J2101801,正櫻蝦(生),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦",Sergestid shrimp,"生,帶殼,混合均勻打碎",NA,10,魚貝類,樣品基本資料
J2101901,正櫻蝦(熟),"櫻花蝦,花殼仔,櫻桃蝦,玫瑰蝦,火焰蝦",Sergestid shrimp,"熟,帶殼,混合均勻打碎",NA,8,魚貝類,樣品基本資料
J3200101,干貝(冷凍),"元貝,瑤柱",Scallop,"生,冷凍包裝,混合均勻打碎",NA,13,魚貝類,樣品基本資料
B0700101,紅馬鈴薯(粉紅珍珠馬鈴薯),"洋芋,洋薯,洋山芋,荷蘭薯,日本番薯,塊茄",Potato; White potato; Irish potato,"生鮮,紅皮種,去皮,混合均勻打碎",15,62,澱粉類,樣品基本資料
J0403601,金鱗魚,NA,Squirrelfish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",55.6,0,魚貝類,樣品基本資料
J0403301,斑鰭飛魚,"小烏,飛烏,花烏(澎湖)",Yellowing flyingfish; Yellowfin flying fish; Yellow-wing flyingfish; Spotwing flyingfish; Spotted flyingfish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",40.2,0,魚貝類,樣品基本資料
R0400201,鹼粽,NA,NA,"熟食,混合均勻打碎",NA,114,加工調理食品及其他類,樣品基本資料
R2700101,蔥油餅,NA,NA,"熟食,混合均勻打碎",NA,0,加工調理食品及其他類,樣品基本資料
R2600101,披薩(夏威夷),NA,NA,"熟食,混合均勻打碎",NA,369,加工調理食品及其他類,樣品基本資料
O0701701,"烏龍奶茶(去冰,微糖)",NA,NA,"現調飲料,混合均勻(大杯,約700 mL)",NA,249,飲料類,樣品基本資料
O0702201,"珍珠奶茶(去冰,全糖)",NA,NA,"現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",NA,251,飲料類,樣品基本資料
O0702101,"珍珠奶茶(去冰,半糖)",NA,NA,"現調飲料,混合均勻打碎,取上層澄清液分析(大杯,約700 mL)",NA,251,飲料類,樣品基本資料
E3500101,豆瓣菜,"西洋菜,水芥(田/應/蕹)菜,無心芥(菜),廣東芥菜,微子蔊菜,風花菜,水生山葵菜,麥藍菜,角菜",Watercress,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E9100101,假人蔘,"土人參,參仔葉(草),土高麗參,臺灣(野)參,櫨蘭,東洋參,參草",NA,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E9700101,蕺菜,"魚腥草,臭腥草,臭臊草,臭瘥草,手藥",NA,"生鮮,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
D2800301,蟠桃,餅桃,Peach,"生鮮,蟠桃,去籽,混合均勻打碎",26.1,85,水果類,樣品基本資料
J04006,魩仔魚平均值(加工),魩仔,Anchovy,"熟,混合均勻打碎",NA,3,魚貝類,樣品平均值
J04024,大西洋鮭魚平均值(去皮),NA,Atlantic salmon,"生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",24.8,210,魚貝類,樣品平均值
P1003601,薑蓉醬,NA,Ginger sauce,"混合均勻(老薑,植物油,檸檬酸等)",NA,0,調味料及香辛料類,樣品基本資料
P1002401,排骨醬,NA,Spare rib sauce,"混合均勻(蕃茄,黃豆,芝麻,栗粉,蒜,鹽,糖,芝麻油,米酒,醋酸,味精,香料等)",NA,0,調味料及香辛料類,樣品基本資料
G0100201,冷凍木耳,"黑木耳,桑耳,白背毛木耳,木樟(檽/菌/茸/蛾/樅),樹雞(毛木耳)",Juda's ear: frozen; Agaric: frozen; Jew's ear:froz,"生,冷凍包裝,混合均勻打碎",0,0,菇類,樣品基本資料
I0200201,山羊前腿肉片,NA,Goat: foreleg,"生,山羊,前腿部位,混合均勻打碎",NA,0,肉類,樣品基本資料
I0700101,火雞肉,"七面鳥,吐綬雞",Turkey meat,"生,全火雞,含皮,去頭腳,去骨及內臟,混合均勻打碎",43,0,肉類,樣品基本資料
L0400101,淡煉乳,"蒸發乳,奶水",Evaporated milk,"混合均質(乳脂肪,蛋白質,乳糖等)",NA,0,乳品類,樣品基本資料
A0352401,鍋燒麵,NA,Wu-lohg noodle,"熟,濕麵條,混合均勻打碎",NA,0,穀物類,樣品基本資料
I0322301,豬蹄膀,"豬腳,蹄膀,圓蹄",Pork hock,"生,豬蹄膀,去骨,含皮,混合均勻打碎",1,0,肉類,樣品基本資料
I0320501,豬舌,NA,Pork: tongue,"生,豬臟器,混合均勻打碎",11.4,0,肉類,樣品基本資料
L0124501,中脂調味乳(維生素強化),"牛乳,牛奶",Reduced fat flavored composite and recombined milk: multi-vitamins enriched,"中脂(≧1.5%)調味乳,混合均勻",NA,0,乳品類,樣品基本資料
E3200601,土植小白菜(1月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",Pak-choi,"生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
P1400301,奶精粉(低脂),"奶精,植物性奶精",Non-dairy creamer: low fat,"混合均勻(玉米糖漿,氫化椰子油等)",NA,0,調味料及香辛料類,樣品基本資料
J0416001,單角革單棘魨(含皮),"白達仔,一角剝,薄葉剝,光復魚,剝皮魚,狄仔魚(興達),掃帚",Rough leatherjacket; Unicorn leatherjacket; Unicorn leather jacket; Unicorn filefish; Triggerfish; Batfish; Filefish,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",57,0,魚貝類,樣品基本資料
R4100301,冷凍甘薯條,薯條,French fries: sweet potato,"冷凍包裝,混合均勻打碎",NA,65,加工調理食品及其他類,樣品基本資料
A0500204,粳米(台粳8號),"蓬萊米,圓米",Short grain rice,"生,白粳米,混合均勻磨碎",NA,226,穀物類,樣品基本資料
E0400102,白蘿蔔(長形),"蘿蔔,菜頭,萊菔,蘆萉,仙人骨,大菜,大根","Radish, Chinese radish","生鮮,白皮白肉,去蒂及皮,混合均勻打碎",11,979,蔬菜類,樣品基本資料
E0400301,青蘿蔔,"蘿蔔,菜頭,萊菔,綠蘿蔔,綠長蘿蔔,青菜頭,青大根","Radish, Chinese radish","生鮮,綠皮白肉,去蒂及皮,混合均勻打碎",15.9,605,蔬菜類,樣品基本資料
K0108201,烏骨雞蛋黃,NA,Hen's egg yolk: Silky fowl,"生,烏骨雞蛋,去殼及蛋白,混合均質",NA,18,蛋類,樣品基本資料
K0314101,鵪鶉鹹蛋,鳥蛋,Quail's egg: salted,"熟,鵪鶉蛋製品,去殼,混合均勻打碎(鵪鶉蛋,鹽,香辛料,自來水等)",12.4,9,蛋類,樣品基本資料
E1600101,熟箭竹筍,"箭筍,台灣箭竹,矢竹仔,玉山箭竹","Kunishi cane, Usawa cane:cooked","熟,真空包裝,混合均勻打碎",NA,6,蔬菜類,樣品基本資料
E2400301,黃洋蔥,"玉蔥,蔥頭,球蔥,胡蔥,日本蔥頭,大粒蔥頭,洋蔥頭,大蔥頭",Onion,"生鮮,去頭部及外皮,混合均勻打碎",6.3,267,蔬菜類,樣品基本資料
J0414501,臺灣馬加鰆,"白北,白腹仔",Spotted tangingi; Spotted seerfish; Spotted seer; Spotted Spanish mackerel; Indo-Pacific king mackerel; Indian Spanish mackerel; Indo-Pacific Spanish mackerel,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",22,0,魚貝類,樣品基本資料
J0401401,草魚(含皮),"鯇,鯤,池魚,草根魚,草鰱(高屏地區)",White amur; White amur; Grass carp; Gardd carp,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",56,0,魚貝類,樣品基本資料
L0106101,低脂鮮乳,"牛乳,牛奶",Low-fat fresh milk,"低脂(0.5-1.5%)鮮乳,混合均勻",NA,249,乳品類,樣品基本資料
E3200704,水植小白菜(10月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜","Pak-choi,","生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
E3200804,有機小白菜(10月取樣),"白菜,青菜,散葉白菜,無心菜,菘,不結球白菜,土白菜",Pak-choi:organic,"生鮮,小白菜,去蒂頭,混合均勻打碎",NA,0,蔬菜類,樣品基本資料
D30001,西洋梨平均值,"梨子,水梨,山褵,快果,果宗",Pear,"生鮮,西洋梨,去皮及核,數顆混合均勻打碎",29.9,143.7,水果類,樣品平均值
Q6100501,代可可脂白巧克力,NA,Chocolate,"混合均勻打碎(植物油,全脂奶粉,大豆磷脂等)",NA,45,糕餅點心類,樣品基本資料
C1610101,白芝麻(熟),NA,Sesame: white,"熟(烤),混合均勻打碎",NA,133,堅果及種子類,樣品基本資料
Q6100401,糖衣牛奶巧克力,NA,Chocolate,"混合均勻打碎(牛奶,巧克力,糖,玉米澱粉,阿拉伯膠等)",NA,8,糕餅點心類,樣品基本資料
Q6200501,牛軋糖,NA,Candy,"混合均勻打碎(果糖,花生仁,奶粉,奶油等)",NA,11,糕餅點心類,樣品基本資料
Q6200601,核棗糕,NA,NA,"混合均勻打碎(麥芽,核桃仁,粟米,蜜棗等)",NA,18,糕餅點心類,樣品基本資料
Q0900401,蜂蜜蛋糕(原味),NA,Honey cake,"熟食,混合均勻打碎(蜂蜜,雞蛋,麵粉,糖等)",NA,36,糕餅點心類,樣品基本資料
P1001601,羊肉爐醬,NA,NA,"混合均勻(豆乳,豆瓣,糖,味噌等)",NA,19,調味料及香辛料類,樣品基本資料
C2110202,鹽酥葵瓜子(帶殼),NA,Salted sunflower seed,"熟,混合均勻打碎(帶殼葵瓜子,鹽,糖,香料,鮮奶等)",53.2,0,堅果及種子類,樣品基本資料
O0700301,拿鐵咖啡(無糖),咖啡牛奶,NA,"現調飲料,混合均勻(咖啡,牛奶等)",NA,238,飲料類,樣品基本資料
O0701501,鮮奶茶(無糖),紅茶拿鐵,NA,"現調飲料,混合均勻(紅茶,牛奶等)",NA,234,飲料類,樣品基本資料
J0409301,密點少棘胡椒鯛,"雞仔魚,加志,少棘石鱸,圭誌/烏嘉誌(澎湖)",Sailfin rubberlip; Painted sweetlips; Painted sweetlip; Pointed sweet lip; Slatey sweetlips; Sweetlip,"生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",61,0,魚貝類,樣品基本資料
